id,time,team,source,size,odds,book,sport,date,timestamp,market,over/under,Line #,implied_prob,r,fd_odds,fd_odds_5s,fd_odds_10s,dk_odds,dk_odds_5s,dk_odds_10s,br_odds,br_odds_5s,br_odds_10s,czr_odds,czr_odds_5s,czr_odds_10s,es_odds,es_odds_5s,es_odds_10s,ka_odds,ka_odds_5s,ka_odds_10s,mgm_odds,mgm_odds_5s,mgm_odds_10s,li_odds,li_odds_5s,li_odds_10s,nv_odds,nv_odds_5s,nv_odds_10s,fv_odds,fv_odds_5s,fv_odds_10s
2111424,2/27/2026 1:35,tabi,ws,5300,-134,b,ts,2/26/2026,20:35:03,0,,,0.5726,w,0.6154,0.6667,0.6667,0.6047,0.6845,0.6845,0.5726,0.6139,0.6139,0.6875,0.6875,0.6875,0.6154,0.6667,0.6667,0.6269,0.6753,0.6753,0.6,0.6552,0.6552,0.6721,0.6721,0.6721,,,,0.5902,0.6198,0.6241
2140074,3/1/2026 23:59,jean,ws,8300,-125,c,ts,3/1/2026,18:59:48,0,,,0.5556,w,0.6491,0.5918,0.5918,0.6416,0.5726,0.5708,0.6364,0.5763,0.5885,0.5556,,,0.6154,0.5833,0.5833,0.6269,0.5868,0.5868,0.6078,0.5556,0.5556,0.5918,0.5918,0.6078,0.6016,0.6016,0.6016,0.5851,0.5495,0.5556
2139279,3/1/2026 22:10,stak,ws,5400,-145,c,ts,3/1/2026,17:10:22,0,,,0.5918,w,0.6491,,0.6,0.661,,,0.6667,,0.6032,0.5918,,0.5918,0.6667,,0.6154,0.6269,,0.6078,0.6875,,0.6364,0.6491,,0.6226,,,,0.6094,,0.5708
2137505,3/1/2026 19:22,stea,ws,6400,-135,l,ts,3/1/2026,14:22:34,0,,,0.5745,w,0.6296,0.6296,0.5349,0.6063,0.6063,0.5283,0.6364,0.6364,0.4902,0.6429,0.5349,0.5349,0.6296,0.6296,0.5349,0.6269,0.6269,0.5283,0.6667,0.6667,0.5455,0.5745,0.5745,0.5455,,,,0.5968,0.5816,0.5
2137092,3/1/2026 18:38,walt,ws,6500,-130,d,ts,3/1/2026,13:38:54,0,,,0.5652,l,0.6429,0.6875,0.6875,0.5652,0.6255,0.6255,0.6226,0.661,0.661,0.6296,0.6552,0.6552,0.6,0.6,0.6491,0.6269,0.6269,0.6466,0.6,0.6,0.6364,0.6364,0.6667,0.6667,,,,0.5868,0.6032,0.6154
2072612,2/21/2026 18:50,lepc,ws,6700,-140,c,ts,2/21/2026,13:50:02,0,,,0.5833,w,0.6667,0.6429,0.6429,0.6377,0.5984,0.5951,0.6429,0.6183,0.6183,0.5833,0.5833,0.5833,0.6154,0.6,0.6,0.6364,0.6269,0.6269,,,,,,,,,,0.6063,0.5851,0.5885
2085107,2/22/2026 2:17,tien,ws,9200,-150,c,ts,2/21/2026,21:17:54,0,,,0.6,l,0.661,0.6154,0.6154,0.6845,0.6815,0.6324,0.6825,0.6825,0.6503,0.6,0.6,0.6,0.6923,0.6923,0.6491,0.6364,0.6269,0.5968,,,,0.6825,0.6552,0.6552,,,,0.6296,0.6124,0.5935
2088427,2/22/2026 15:19,priz,ws,9800,-131,d,ts,2/22/2026,10:19:53,0,,,0.5671,w,0.6667,,0.6667,0.5671,,0.5798,0.6503,,0.6503,0.6552,,0.6552,0.6154,,0.6154,0.6364,,0.6269,,,,0.6429,,0.6552,,,,0.6016,,0.6032
2092804,2/23/2026 19:44,pela,ws,11000,-125,l,ts,2/23/2026,14:44:23,0,,,0.5556,w,0.6154,,0.5349,0.635,,0.5169,0.6364,,0.5652,,,,0.6296,,0.5455,0.6364,,0.5575,,,,0.5556,,0.5556,,,,0.5951,,0.5169
2093822,2/24/2026 2:24,town,ws,9500,-140,c,ts,2/23/2026,21:24:04,0,,,0.5833,w,0.661,0.6154,0.6154,0.6942,0.6564,0.6564,0.661,0.6183,0.6183,0.5833,0.5833,0.5833,0.6875,0.6491,0.6491,0.6364,0.6364,0.6269,,,,0.6491,0.6429,0.6429,,,,0.6154,0.5968,0.5968
2100369,2/25/2026 3:58,hon,ws,10300,-140,l,ts,2/24/2026,22:58:53,0,,,0.5833,w,,,,0.631,0.6124,0.537,0.6875,0.6875,0.5885,0.6296,0.5556,0.5556,0.6491,0.6491,0.5652,0.6364,0.6667,0.5781,,,,0.5833,0.5833,0.5833,,,,0.6183,0.5816,0.537
2100073,2/25/2026 3:41,zarr,ws,5300,-150,l,ts,2/24/2026,22:41:42,0,,,0.6,l,,,,0.661,0.5763,,0.661,0.5781,,0.6,0.6,,0.6667,0.6,,0.6364,0.5868,,,,,0.6154,0.6,,,,,0.6169,0.5556,
2103627,2/26/2026 1:16,dard,ws,7400,-135,l,ts,2/25/2026,20:16:09,0,,,0.5745,w,0.6491,,0.5652,0.6364,,0.5413,0.6255,,0.5495,0.5833,,0.5833,0.6491,,0.5556,0.6364,,0.5575,,,,0.5918,,0.5833,,,,0.6,,0.5283
2119772,2/28/2026 4:03,bouk,ws,6100,-159,d,ts,2/27/2026,23:03:36,0,,,0.6139,l,0.6667,,,0.6139,,,0.6875,,,,,,0.6491,,,0.6364,,,0.6875,,,0.726,,,,,,0.6337,,
2139887,3/1/2026 23:28,dard,ws,5600,-135,c,ts,3/1/2026,18:28:04,0,,,0.5745,w,0.6491,,,0.6124,,,0.6454,,,0.5745,,,0.6296,,,0.6364,,,0.6226,,,0.6226,,,0.5968,,,0.5935,,
2141300,3/2/2026 18:26,maes,ws,4800,-140,c,ts,3/2/2026,13:26:10,0,,,0.5833,w,0.6429,0.6296,0.6296,0.6241,0.6169,0.6183,0.6255,0.6255,0.6255,0.5833,0.5833,0.5833,0.6491,0.6296,0.6296,0.6364,0.6269,0.6269,0.6774,0.6774,0.6774,0.6552,0.6552,0.6552,0.6667,0.654,0.654,0.6,0.5968,0.5984
2141370,3/2/2026 19:01,smic,ws,6100,-140,l,ts,3/2/2026,14:01:21,0,,,0.5833,l,0.6364,0.5455,0.5455,0.6364,0.5575,0.5575,0.6429,0.5851,0.5851,0.6296,0.5556,0.5556,0.6491,0.5652,0.5652,0.6364,0.5671,0.5575,0.6667,0.5833,0.5833,0.5833,0.5652,0.5745,0.5516,0.5516,,0.6047,0.5305,0.5305
2044108,2/15/2026 19:46,gaub,ws,9000,-133,d,ts,2/15/2026,14:46:24,0,,,0.5708,w,0.6491,0.6667,0.6667,0.5708,0.6032,0.6183,0.6364,0.6429,0.6429,0.6774,0.6774,0.6774,0.6154,0.6296,0.6296,0.6466,0.6667,0.6667,,,,0.6491,0.6491,0.6552,0.6644,0.6644,0.6644,0.6032,0.6139,0.6154
2045483,2/15/2026 21:19,mont,ws,17600,-220,c,ts,2/15/2026,16:19:48,0,,,0.6875,w,0.7872,0.7059,0.7059,0.7743,0.6894,0.6894,0.7701,0.661,0.661,0.6875,0.6875,0.6875,0.7778,0.6825,0.6825,0.6466,0.5968,0.5968,,,,0.7297,0.697,0.697,0.6825,0.6785,0.6785,0.7015,0.6466,0.6466
2061499,2/19/2026 18:02,alcz,ws,4800,-134,b,ts,2/19/2026,13:02:13,0,,,0.5726,w,0.6296,0.6296,0.6296,,0.5951,0.5918,0.5968,0.5968,0.5968,0.6429,0.6429,0.6429,0.6154,0.6154,0.6154,0.6466,,,,,,0.6296,0.6296,0.6364,,0.6269,0.6269,0.5935,0.5868,0.5918
2061664,2/19/2026 19:56,tien,ws,7700,-125,c,ts,2/19/2026,14:56:04,0,,,0.5556,w,0.6364,0.5652,0.5652,0.6139,0.5614,0.5595,0.6183,0.5392,0.5633,0.5556,0.5556,0.6296,0.6154,0.6154,0.5652,0.6466,0.5868,0.5781,,,,0.5833,0.5833,0.6226,,,,0.5833,0.537,0.5516
2088990,2/22/2026 18:48,masa,ws,6800,-145,c,ts,2/22/2026,13:48:54,0,,,0.5918,w,0.6774,0.6226,0.6226,0.6416,0.6416,0.6154,0.6503,0.6503,0.6109,0.5918,0.5918,0.5918,0.6491,0.6491,0.6154,0.6466,0.6466,0.6269,,,,,,,,,,0.6139,0.5968,0.5816
2088417,2/22/2026 15:17,priz,ws,6600,-137,d,ts,2/22/2026,10:17:24,0,,,0.5781,w,0.661,0.661,0.661,0.5781,,0.5556,0.661,0.639,0.639,0.6552,0.6552,0.6552,0.6154,0.6,0.6,0.6466,0.6269,0.6269,,,,0.6296,0.6429,0.6429,,,,0.6,0.5984,0.5951
2100691,2/25/2026 4:56,wuy,ws,5700,-140,c,ts,2/24/2026,23:56:12,0,,,0.5833,w,0.6552,0.6154,0.6154,0.6324,0.6109,0.6109,0.6503,0.6,0.6,0.5833,0.5833,0.5918,0.6296,0.6,0.6,0.6466,0.5781,0.5781,,,,0.6296,0.6154,0.6154,,,,0.6032,0.569,0.569
2116536,2/27/2026 17:10,gaub,ws,15500,-130,d,ts,2/27/2026,12:10:15,0,,,0.5652,l,0.6552,0.7143,0.7143,0.5652,,0.6875,0.6429,0.6429,0.7143,0.7059,0.7059,0.7059,,,0.5652,0.6466,0.6564,0.7151,0.6552,0.6552,0.7143,0.6774,0.726,0.7183,,,,0.6169,0.6441,0.6721
2140164,3/2/2026 0:24,jean,ws,6900,-145,c,ts,3/1/2026,19:24:15,0,,,0.5918,w,0.6667,,0.6078,0.6552,,0.6047,0.6721,,0.6139,0.5918,,0.6154,0.6667,,0.6154,0.6466,,0.6169,0.6667,,0.6,0.6429,,0.6296,0.6416,,0.6078,0.6154,,0.5781
2137103,3/1/2026 18:39,walt,ws,5200,-140,c,ts,3/1/2026,13:39:50,0,,,0.5833,l,0.6667,0.6667,0.6667,0.6283,0.6283,0.6226,0.639,0.639,0.6454,0.5833,0.5833,0.5833,0.6296,0.6296,0.6296,0.6466,0.6667,0.6364,0.6364,0.6364,0.6364,0.6552,0.6491,0.6429,,,,0.6,0.5984,0.6016
2143770,3/3/2026 3:06,bura,ws,29900,130,c,ts,3/2/2026,22:06:26,0,,,0.4348,w,0.697,0.5238,0.5238,0.6466,0.5,0.5,,,,0.4348,0.4348,0.4348,,,,0.6466,0.5475,0.5074,0.6491,0.4878,0.4878,0.5122,0.5,0.4762,,,,0.5763,0.4566,0.4587
2148902,3/4/2026 2:07,hiji,ws,5900,-145,c,ts,3/3/2026,21:07:57,0,,,0.5918,w,0.6875,0.6875,0.6667,0.6575,0.639,0.6212,0.639,0.639,0.6139,0.5918,0.5918,0.5918,0.6667,0.6491,0.6296,0.6466,0.6466,0.6364,0.6491,0.6491,0.6226,0.6667,0.6429,0.6429,,,,0.6109,0.6047,0.5935
2146948,3/4/2026 1:04,svrc,ws,13400,-130,l,ts,3/3/2026,20:04:54,0,,,0.5652,w,0.6875,0.5833,0.5833,0.6552,0.5536,0.5536,0.6667,0.5781,0.5781,0.6667,0.5556,0.5556,0.6667,0.5652,0.5652,0.6466,0.5868,0.5475,0.6154,0.5238,,0.5652,0.5652,0.5652,,,,0.6124,0.5349,0.5392
2026900,2/13/2026 22:38,muna,ws,6600,-170,c,ts,2/13/2026,17:38:56,0,,,0.6296,l,0.6774,0.6491,0.6491,0.7033,0.6732,0.6743,0.7015,0.7015,0.6825,0.6296,0.6296,0.6296,0.7143,0.7143,0.6923,0.6564,0.6753,0.6269,,,,0.7059,0.697,0.697,,,,0.6491,0.6429,0.6283
2049799,2/17/2026 17:58,eala,ws,6500,-135,c,ts,2/17/2026,12:58:04,0,,,0.5745,w,0.6491,0.5652,0.5652,0.6575,0.5885,0.5885,0.6552,0.569,0.569,0.5745,0.5745,0.5745,0.6667,0.6,0.6,0.6564,0.5868,0.6169,,,,0.6226,0.5918,0.5918,0.5816,0.5816,0.5816,0.5968,0.5475,0.5455
2069156,2/20/2026 21:14,ruud,ws,4800,-145,c,ts,2/20/2026,16:14:16,0,,,0.5918,l,0.6364,0.5745,,0.7024,0.6337,,0.6454,0.6109,,0.5918,0.5918,,0.6825,0.6154,,0.6564,0.6269,,,,,0.6364,0.6296,,,,,0.6109,0.5798,
2092798,2/23/2026 19:19,pela,ws,5500,-150,f,ts,2/23/2026,14:19:21,0,,,0.6,w,0.6,0.6,0.6,0.6466,0.6466,0.6564,0.6774,0.6774,0.6774,,,,0.6667,0.6667,0.6667,0.6564,0.6466,0.6466,,,,0.6774,0.6721,0.6774,,,,0.6183,0.6154,0.6154
2108515,2/26/2026 17:11,nava,ws,6500,-155,d,ts,2/26/2026,12:11:08,0,,,0.6078,w,0.6875,0.6875,0.6875,0.6078,,0.6139,0.6429,0.6429,0.6503,0.6552,0.6552,0.6552,0.6667,0.6667,0.6491,0.6564,0.6564,0.6564,0.6923,0.6923,0.6923,0.6774,0.6774,0.6774,,,,0.6283,0.6324,0.631
2113715,2/27/2026 2:41,zhas,ws,8600,-160,c,ts,2/26/2026,21:41:20,0,,,0.6154,w,0.697,0.6364,0.6364,0.6667,0.6667,0.6212,0.7059,0.7059,0.6429,0.6154,0.6154,0.6154,0.6825,0.6825,0.6296,0.6564,0.6564,0.6169,0.6875,0.6875,0.6364,0.6721,0.6491,0.6491,,,,0.6429,0.6269,0.5984
2118293,2/28/2026 1:37,kecm,ws,6800,-150,d,ts,2/27/2026,20:37:00,0,,,0.6,l,0.661,,0.661,0.6,,0.6183,0.661,,0.6552,0.6552,,0.6552,0.6296,,0.6296,0.6564,,0.6466,0.6774,,0.6667,0.6721,,0.6721,,,,0.6226,,0.6183
2119704,2/28/2026 3:47,krua,ws,7800,-145,c,ts,2/27/2026,22:47:26,0,,,0.5918,w,0.661,,0.6154,0.6479,,0.5816,0.6825,,0.6364,0.6552,,0.5918,,,,0.6564,,0.6169,0.6667,,0.6154,0.6364,,0.6296,,,,0.6283,,0.5868
2135728,3/1/2026 3:47,paol,ws,12100,-130,f,ts,2/28/2026,22:47:25,0,,,0.5652,l,0.5652,0.6154,0.6154,0.5726,0.6491,0.6491,,,,0.6875,0.6875,0.6875,0.6154,0.6667,0.6667,0.6564,0.6667,0.6753,,,,0.6721,0.6721,0.6721,,,,0.5968,0.6198,0.6109
2139252,3/1/2026 22:05,kali,ws,12300,-140,c,ts,3/1/2026,17:05:10,0,,,0.5833,w,0.697,,0.6296,0.6667,,0.5968,0.6774,,0.6255,0.5833,,0.5833,0.6667,,0.5833,0.6564,,0.6078,0.6774,,0.6226,0.6364,,0.6154,,,,0.6255,,0.5816
2139869,3/1/2026 23:24,osuw,ws,11800,-122,f,ts,3/1/2026,18:24:58,0,,,0.5495,l,0.5495,0.5495,0.5495,0.6416,0.5868,0.5868,0.6255,0.6,0.6,0.6154,0.6154,0.6154,0.6296,0.6,0.6,0.6564,0.6466,0.6169,0.6774,0.6491,0.6491,0.6364,0.6296,0.6296,0.6795,0.6416,0.639,0.5935,0.5633,0.5708
2143810,3/3/2026 3:10,svrc,ws,6200,-135,c,ts,3/2/2026,22:10:44,0,,,0.5745,w,0.6774,0.6154,0.6154,0.6528,0.5726,0.5726,0.6503,0.5851,0.5851,0.5745,0.5745,0.5745,0.6491,0.5833,0.5833,0.6564,0.5868,0.5868,0.6154,0.5413,0.5413,0.6078,0.6,0.6,,,,0.5984,0.5536,0.5536
2026905,2/13/2026 22:41,muna,ws,10000,-170,c,ts,2/13/2026,17:41:28,0,,,0.6296,l,0.697,0.6491,0.6491,,,,0.7143,0.7143,0.6774,0.6296,0.6296,0.6296,0.7333,0.6923,0.6923,0.6667,0.6466,0.6466,,,,0.7101,0.697,0.7015,,,,0.6599,0.6337,0.6337
2047536,2/16/2026 23:11,giro,ws,9200,-150,c,ts,2/16/2026,18:11:30,0,,,0.6,w,0.7015,0.7015,0.7015,0.6764,0.6078,0.5745,0.6825,0.6139,0.6139,0.6,0.6,0.6,0.6923,0.6296,0.6296,0.6667,0.6269,0.6269,,,,0.6364,0.6429,0.6429,,,,0.6296,0.6,0.5984
2054417,2/18/2026 17:06,gauf,ws,6900,-160,c,ts,2/18/2026,12:06:57,0,,,0.6154,w,0.6774,,,0.6933,,,0.6923,,,0.6154,,,,,,0.6667,,,,,,0.6875,,,,,,0.6429,,
2055650,2/19/2026 0:31,kord,ws,5000,-138,d,ts,2/18/2026,19:31:10,0,,,0.5798,w,0.6491,0.6491,0.6491,0.5798,,0.5816,0.6255,0.6183,0.6183,0.6,0.6,0.6,0.6,0.6,0.6,0.6667,0.6667,0.6667,,,,0.6296,0.6296,0.6364,,,,0.5968,0.5968,0.5968
2094139,2/24/2026 3:21,kyps,ws,15000,-125,c,ts,2/23/2026,22:21:25,0,,,0.5556,w,0.6875,0.5833,0.5833,0.67,0.5475,0.5475,0.6667,0.5726,0.5726,0.5556,0.5556,0.5556,0.6667,0.5833,0.5833,0.6667,0.5671,0.5671,,,,0.5918,0.5918,0.5918,,,,0.6109,0.5413,0.5413
2092695,2/23/2026 17:13,para,ws,6000,-160,c,ts,2/23/2026,12:13:02,0,,,0.6154,l,0.6774,0.6774,0.6774,0.7222,0.7222,0.7222,0.6503,0.6503,0.6503,0.6154,0.6154,0.6154,0.6875,0.6875,0.6875,0.6667,0.6564,0.6564,,,,0.6825,0.6825,0.6552,,,,0.635,0.6337,0.6269
2100695,2/25/2026 4:57,wuy,ws,6000,-162,d,ts,2/24/2026,23:57:20,0,,,0.6183,w,0.6774,0.6774,0.6774,0.6183,0.6183,0.6183,0.6774,0.6774,0.6774,0.6552,0.6552,0.6552,0.6491,0.6491,0.6491,0.6667,0.6667,0.6667,,,,0.6923,0.6923,0.6923,,,,0.6364,0.635,0.635
2102905,2/26/2026 0:45,dard,ws,5000,-150,c,ts,2/25/2026,19:45:11,0,,,0.6,w,0.6552,,,0.6904,,,0.6552,,,0.6,,,0.6667,,,0.6667,,,,,,0.6429,,,,,,0.6183,,
2137649,3/1/2026 19:31,sakh,ws,8000,-160,c,ts,3/1/2026,14:31:25,0,,,0.6154,w,0.7059,,0.661,0.6711,,0.6241,0.6875,,0.639,0.6154,,0.6154,0.6875,,,0.6667,,0.6466,0.6875,,0.6491,0.6825,,0.6721,,,,0.6416,,0.6094
2141302,3/2/2026 18:26,maes,ws,7500,-150,c,ts,3/2/2026,13:26:22,0,,,0.6,w,0.6774,0.6429,0.6429,0.6667,0.6491,0.6241,0.6552,0.6255,0.6255,0.6,0.5833,0.5833,0.6667,0.6491,0.6491,0.6667,0.6466,0.6364,0.7143,0.6774,0.6774,0.661,0.6552,0.6552,0.6667,0.6667,0.6667,0.6241,0.6016,0.6
2026925,2/13/2026 23:25,bubl,ws,14100,-140,c,ts,2/13/2026,18:25:32,0,,,0.5833,w,0.661,0.5833,0.5833,0.654,0.5902,0.5902,0.6774,0.5633,0.5968,0.5833,0.5833,0.5833,0.6825,0.6,0.6,0.6753,0.6364,0.6169,,,,0.5918,0.6,0.6,0.6667,0.6667,0.6667,0.6337,0.5516,0.5614
2056721,2/19/2026 1:14,tabi,ws,8600,-140,c,ts,2/18/2026,20:14:16,0,,,0.5833,w,0.661,0.661,0.6154,0.6552,0.6032,0.5516,0.6454,0.639,0.6226,0.5833,0.5833,0.5122,0.6491,0.6491,0.5455,0.6753,0.6667,0.6466,,,,0.6491,0.6154,0.6364,,,,0.6078,0.5984,0.5745
2101954,2/25/2026 23:27,kasi,ws,10800,-135,c,ts,2/25/2026,18:27:02,0,,,0.5745,w,0.6774,0.5556,0.5556,0.6454,,,0.6667,0.569,0.569,0.5745,0.5745,0.5745,0.6825,0.5652,0.5652,0.6753,0.5868,0.5868,,,,0.5918,0.5833,0.5833,,,,0.6124,0.5392,0.5392
2104639,2/26/2026 1:43,zver,ws,19900,-120,e,ts,2/25/2026,20:43:40,0,,,0.5455,l,0.661,0.5652,0.5652,0.6689,0.5745,0.5745,0.7015,0.6139,0.6139,0.6429,0.6429,0.6429,0.5455,0.5455,0.5455,0.6753,0.6364,0.6269,,,,0.6154,0.6078,0.6078,,,,0.6198,0.569,0.569
2110329,2/27/2026 0:57,wuy,ws,6500,-160,c,ts,2/26/2026,19:57:41,0,,,0.6154,l,0.6774,,,0.6599,,,0.6875,,,0.6667,,,0.6667,,,0.6753,,,0.6774,,,0.6667,,,,,,0.6429,,
2136914,3/1/2026 18:18,town,ws,7300,-160,c,ts,3/1/2026,13:18:16,0,,,0.6154,l,0.697,,0.6296,0.6951,,0.6403,0.6721,,0.639,0.6154,,0.6154,0.6825,,0.6296,0.6753,,0.6269,0.7143,,0.6667,0.6491,,0.6429,,,,0.6377,,0.5984
2143915,3/3/2026 3:23,bura,ws,6700,-160,c,ts,3/2/2026,22:23:49,0,,,0.6154,w,0.7059,0.6226,0.6226,0.6942,0.6226,0.6139,,,,0.6154,0.6154,0.6154,,,,0.6753,0.6269,0.5968,0.7333,0.6491,0.6491,0.661,0.6296,0.6226,,,,0.6416,0.5918,0.5833
2012582,2/12/2026 0:37,tabi,ws,17900,-130,c,ts,2/11/2026,19:37:50,0,,,0.5652,w,0.6875,0.5833,0.5833,0.711,0.6,0.6,0.697,0.6078,0.6078,0.5652,0.5652,0.5652,0.5455,0.5455,0.5455,0.6855,0.6169,0.6169,,,,0.6226,0.6226,0.6226,,,,0.6296,0.5633,0.5671
2050894,2/18/2026 0:35,baez,ws,6800,-185,f,ts,2/17/2026,19:35:36,0,,,0.6491,l,0.6491,,,0.6835,,,0.726,,,0.75,,,0.6825,,,0.6855,,,,,,0.7403,,,,,,0.6689,,
2054502,2/18/2026 18:55,cobo,ws,9100,-170,c,ts,2/18/2026,13:55:07,0,,,0.6296,w,0.7143,0.661,,0.7238,0.6587,,0.697,0.6503,,0.6296,0.6296,,0.7059,0.7059,,0.6855,0.6564,,,,,0.6774,0.6667,,,,,0.6575,0.6212,
2084315,2/22/2026 1:36,paut,ws,8800,-160,c,ts,2/21/2026,20:36:10,0,,,0.6154,w,0.7143,0.6667,0.6667,0.6933,0.6656,0.6169,0.6825,0.6364,0.6364,0.6667,0.6154,0.6154,0.6825,0.6154,0.6154,0.6855,0.6951,0.6466,,,,0.6667,0.6552,0.6491,,,,0.6564,0.6078,0.6063
2141383,3/2/2026 19:17,shis,ws,6600,-196,d,ts,3/2/2026,14:17:30,0,,,0.6622,w,0.7619,0.7619,0.7222,0.6622,0.6622,0.6622,0.7143,0.7143,0.7143,0.7222,0.6875,0.6875,,0.7143,0.7143,0.6855,0.6951,0.6855,0.7333,0.7333,0.7333,0.7297,0.7101,0.697,0.7475,0.7041,0.7041,0.6805,0.6774,0.6667
2042649,2/15/2026 15:44,svaz,ws,8000,-151,d,ts,2/15/2026,10:44:34,0,,,0.6016,w,0.7143,0.7143,0.7143,0.6016,,0.5918,0.6552,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6951,0.6951,0.6753,,,,0.6774,0.6875,0.6875,0.6774,0.6774,0.6774,0.6283,0.639,0.6364
2050379,2/17/2026 23:02,dial,ws,10700,-180,d,ts,2/17/2026,18:02:08,0,,,0.6429,l,0.7222,0.7778,0.7778,0.6429,0.7468,0.7468,0.7015,0.7531,0.7531,0.7222,0.7222,0.7222,0.6923,0.7647,0.7647,0.6951,0.7151,0.763,,,,0.7561,0.7727,0.7727,,,,0.6732,0.7167,0.726
2049486,2/17/2026 14:14,khac,ws,6000,-185,l,ts,2/17/2026,9:14:34,0,,,0.6491,w,0.697,0.6296,0.6296,0.7076,0.6454,0.6454,0.7059,0.6139,0.6139,0.6667,0.6667,0.6667,0.7059,0.7059,0.6491,0.6951,0.6855,0.6667,,,,0.6667,0.6491,0.6552,0.631,0.631,0.6337,0.6667,0.6139,0.6047
2059382,2/19/2026 2:37,giro,ws,6300,-200,e,ts,2/18/2026,21:37:26,0,,,0.6667,l,0.7143,0.7143,0.7143,0.6894,0.6894,0.6894,0.7531,0.7531,0.7531,0.7368,0.7368,0.7368,0.6667,0.6667,0.6667,0.6951,0.6951,0.6951,,,,0.7403,0.7368,0.726,,,,0.6835,0.6825,0.6805
2055739,2/19/2026 0:33,kord,ws,8100,-150,c,ts,2/18/2026,19:33:58,0,,,0.6,w,0.6875,,,0.6296,,,0.6667,,,0.6,,,0.6491,,,0.6951,,,,,,0.6429,,,,,,0.6269,,
2054375,2/18/2026 16:43,mert,ws,17900,-140,c,ts,2/18/2026,11:43:21,0,,,0.5833,l,0.7143,0.5833,0.5833,0.7085,,,0.7059,0.5851,0.5851,0.5833,0.5833,0.5833,,,,0.6951,0.6753,0.5781,,,,0.6296,0.5918,0.5745,,,,0.6454,0.5763,0.5556
2088398,2/22/2026 15:02,priz,ws,6000,-189,d,ts,2/22/2026,10:02:28,0,,,0.654,w,0.7222,,0.7222,0.654,,0.6743,0.726,,0.726,0.7059,,0.7059,0.6875,,0.7143,0.6951,,0.6951,,,,0.7183,,0.726,,,,0.6711,,0.6774
2103240,2/26/2026 1:05,kecm,ws,13800,-170,c,ts,2/25/2026,20:05:07,0,,,0.6296,w,0.7436,0.6491,0.6491,0.7475,0.6283,0.6283,0.7143,0.6454,0.6454,0.6296,0.6296,0.6296,0.75,0.6491,0.6491,0.6951,0.6269,0.6269,,,,0.6923,0.661,0.661,,,,0.6764,0.6078,0.6078
2116449,2/27/2026 16:23,rubl,ws,7500,-168,d,ts,2/27/2026,11:23:17,0,,,0.6269,l,,0.6491,0.6774,0.6269,0.6154,0.6154,0.7354,0.7143,0.7143,,,,0.7143,0.7143,0.7143,0.6951,0.6951,0.6951,0.6667,0.6552,0.6774,0.6875,0.6825,0.6825,,,,0.6503,0.6364,0.6491
2137074,3/1/2026 18:37,walt,ws,8900,-170,c,ts,3/1/2026,13:37:24,0,,,0.6296,l,0.7297,,,0.7126,,,0.7015,,,0.6296,,,0.7059,,,0.6951,,,0.6875,,,0.6875,,,,,,0.6575,,
2136959,3/1/2026 18:26,walt,ws,12000,-170,c,ts,3/1/2026,13:26:32,0,,,0.6296,l,0.7368,0.6774,0.6774,0.6997,0.6564,0.6528,0.6923,0.6429,0.6552,0.6296,0.6296,0.6296,0.7143,0.6875,0.6875,0.6951,0.6667,0.6564,0.7333,0.6875,0.6875,0.6875,0.6721,0.6721,,,,0.6656,0.6241,0.6255
2150054,3/4/2026 2:49,hiji,ws,14900,-160,c,ts,3/3/2026,21:49:50,0,,,0.6154,w,0.7368,0.6552,0.6552,0.7024,,,0.697,0.6139,0.6139,0.6154,0.6154,0.6154,0.7143,0.6491,0.6491,0.6951,0.6667,0.6466,0.7333,0.6491,0.6491,0.6825,0.6491,0.6491,,,,0.6633,0.5968,0.5968
2047010,2/16/2026 18:58,wong,ws,21500,-135,l,ts,2/16/2026,13:58:53,0,,,0.5745,w,0.7436,0.5556,,0.7183,0.5726,,0.7143,0.7143,,0.5455,0.5455,,0.7647,0.7647,,0.705,0.6169,,,,,0.5745,0.5833,,,,,0.6503,0.5935,
2059534,2/19/2026 2:45,giro,ws,7100,-200,e,ts,2/18/2026,21:45:58,0,,,0.6667,l,0.7297,0.7297,0.7297,0.6942,0.6855,0.6855,0.7333,0.7333,0.7333,0.7222,0.7222,0.6875,0.6667,0.6667,0.6667,0.705,0.705,0.6951,,,,0.7368,0.726,0.7101,,,,0.6855,0.6825,0.6764
2054356,2/18/2026 16:38,mert,ws,13500,-170,c,ts,2/18/2026,11:38:16,0,,,0.6296,l,0.7143,0.6,,0.7067,0.5902,,0.7059,0.5595,,0.6296,0.6296,,,,,0.705,0.7151,,,,,0.6429,0.6154,,,,,0.6711,0.5633,
2056238,2/19/2026 0:55,tabi,ws,8900,-135,c,ts,2/18/2026,19:55:12,0,,,0.5745,w,,,,,0.5984,0.5968,0.6255,0.6255,0.6032,0.5745,0.5745,0.5745,0.5833,0.5833,0.5833,0.705,0.6855,0.6855,,,,,,,,,,0.6047,0.5968,0.5902
